year	year_id	team_id	team_name	jersey_number	summary_type	class_year	position	height	games_played	games_started	minutes_played	field_goals_made	field_goals_attempted	field_goal_percentage	three_point_field_goals	three_point_field_goals_attempted	three_point_field_goal_percentage	free_throws	free_throws_attempted	free_throw_percentage	points	point_per_game	offensive_rebounds	defensive_rebounds	total_rebounds	rebounds_per_game	assists	turnovers	steals	blocks	fouls	double_doubles	triple_doubles	dq
2018	12620	26172	A&M-Corpus Christi	-	TEAM	-	-	-	-	-	""	""	""	""	""	""	""	""	""	""	""	""	39	38	77	3.21	""	8	""	""	4	""	""	""
2018	12620	26172	A&M-Corpus Christi	-	Totals	-	-	-	-	-	4850:00	555	1,296	42.82	125	359	34.82	340	480	70.83	1,575	65.62	242	592	834	34.75	277	395	162	71	503	""	""	14
2018	12620	26172	A&M-Corpus Christi	-	Opponent Totals	-	-	-	-	-	4850:00	548	1,269	43.18	189	547	34.55	396	578	68.51	1,681	70.04	235	567	802	33.42	353	366	186	78	457	""	""	7
2018	12620	2	Abilene Christian	-	TEAM	-	-	-	-	-	""	""	""	""	""	""	""	""	""	""	""	""	34	38	72	2.67	""	6	""	""	2	""	""	""
2018	12620	2	Abilene Christian	-	Totals	-	-	-	-	-	5425:00	739	1,559	47.40	187	549	34.06	357	505	70.69	2,022	74.89	243	664	907	33.59	422	387	218	111	576	""	""	13
2018	12620	2	Abilene Christian	-	Opponent Totals	-	-	-	-	-	5425:00	644	1,473	43.72	187	559	33.45	439	636	69.03	1,914	70.89	272	663	935	34.63	329	444	163	67	477	""	""	10
2018	12620	721	Air Force	-	TEAM	-	-	-	-	-	""	""	""	""	""	""	""	""	""	""	""	""	28	26	54	2.25	""	11	""	""	1	""	""	""
2018	12620	721	Air Force	-	Totals	-	-	-	-	-	5001:00	590	1,406	41.96	191	590	32.37	347	464	74.78	1,718	68.72	253	546	799	31.96	349	307	154	61	449	""	""	5
2018	12620	721	Air Force	-	Opponent Totals	-	-	-	-	-	5000:00	636	1,341	47.43	244	599	40.73	318	438	72.60	1,834	73.36	223	625	848	33.92	363	356	138	87	471	""	""	7
2018	12620	5	Akron	-	TEAM	-	-	-	-	-	""	""	""	""	""	""	""	""	""	""	""	""	49	48	97	3.59	""	4	""	""	""	""	""	""
2018	12620	5	Akron	-	Totals	-	-	-	-	-	5450:00	676	1,554	43.50	261	714	36.55	349	493	70.79	1,962	72.67	256	652	908	33.63	351	362	155	72	539	""	""	24
2018	12620	5	Akron	-	Opponent Totals	-	-	-	-	-	5450:00	712	1,532	46.48	221	602	36.71	412	580	71.03	2,057	76.19	258	688	946	35.04	366	343	160	96	465	""	""	8
2018	12620	8	Alabama	-	TEAM	-	-	-	-	-	""	""	""	""	""	""	""	""	""	""	""	""	33	41	74	2.74	""	5	""	""	1	""	""	""
2018	12620	8	Alabama	-	Totals	-	-	-	-	-	5377:00	699	1,491	46.88	169	518	32.63	416	615	67.64	1,983	73.44	262	715	977	36.19	346	378	180	159	510	""	""	13
2018	12620	8	Alabama	-	Opponent Totals	-	-	-	-	-	5400:00	645	1,586	40.67	180	575	31.30	383	565	67.79	1,853	68.63	317	652	969	35.89	305	368	174	92	537	""	""	8
2018	12620	6	Alabama A&M	-	TEAM	-	-	-	-	-	""	""	""	""	""	""	""	""	""	""	""	""	54	50	104	3.85	""	29	""	""	""	""	""	""
2018	12620	6	Alabama A&M	-	Totals	-	-	-	-	-	5403:00	570	1,475	38.64	158	533	29.64	306	471	64.97	1,604	59.41	293	619	912	33.78	288	449	103	37	451	""	""	7
2018	12620	6	Alabama A&M	-	Opponent Totals	-	-	-	-	-	5400:00	759	1,582	47.98	198	517	38.30	331	485	68.25	2,047	75.81	285	694	979	36.26	399	312	203	129	470	""	""	3
2018	12620	7	Alabama St.	-	TEAM	-	-	-	-	-	""	""	""	""	""	""	""	""	""	""	""	""	60	50	110	4.23	""	13	""	""	""	""	""	""
2018	12620	7	Alabama St.	-	Totals	-	-	-	-	-	5228:00	621	1,518	40.91	173	534	32.40	361	543	66.48	1,776	68.31	323	606	929	35.73	251	372	149	101	549	""	""	10
2018	12620	7	Alabama St.	-	Opponent Totals	-	-	-	-	-	5229:00	684	1,493	45.81	201	523	38.43	477	708	67.37	2,046	78.69	337	695	1,032	39.69	355	347	173	99	503	""	""	11
2018	12620	14	Albany (NY)	-	TEAM	-	-	-	-	-	""	""	""	""	""	""	""	""	""	""	""	""	55	61	116	4.00	""	10	""	""	""	""	""	""
2018	12620	14	Albany (NY)	-	Totals	-	-	-	-	-	5800:00	766	1,653	46.34	167	448	37.28	456	602	75.75	2,155	74.31	332	728	1,060	36.55	365	334	128	75	482	""	""	6
2018	12620	14	Albany (NY)	-	Opponent Totals	-	-	-	-	-	5800:00	729	1,633	44.64	199	597	33.33	323	456	70.83	1,980	68.28	240	628	868	29.93	387	328	156	116	571	""	""	16
2018	12620	17	Alcorn	-	TEAM	-	-	-	-	-	""	""	""	""	""	""	""	""	""	""	""	""	37	31	68	2.43	""	12	""	""	""	""	""	""
2018	12620	17	Alcorn	-	Totals	-	-	-	-	-	5625:00	685	1,597	42.89	220	627	35.09	354	501	70.66	1,944	69.43	270	690	960	34.29	360	406	175	75	529	""	""	15
2018	12620	17	Alcorn	-	Opponent Totals	-	-	-	-	-	5625:00	706	1,631	43.29	236	675	34.96	411	594	69.19	2,059	73.54	323	718	1,041	37.18	403	382	171	87	482	""	""	3
2018	12620	23	American	-	TEAM	-	-	-	-	-	""	""	""	""	""	""	""	""	""	""	""	""	36	32	68	2.52	""	19	""	""	1	""	""	""
2018	12620	23	American	-	Totals	-	-	-	-	-	5425:00	623	1,446	43.08	208	628	33.12	296	451	65.63	1,750	64.81	218	569	787	29.15	331	377	202	89	490	""	""	14
2018	12620	23	American	-	Opponent Totals	-	-	-	-	-	5423:00	696	1,437	48.43	178	479	37.16	402	569	70.65	1,972	73.04	258	699	957	35.44	369	379	192	97	455	""	""	5
2018	12620	27	Appalachian St.	-	TEAM	-	-	-	-	-	""	""	""	""	""	""	""	""	""	""	""	""	65	54	119	4.25	""	8	""	""	""	""	""	""
2018	12620	27	Appalachian St.	-	Totals	-	-	-	-	-	5674:00	736	1,693	43.47	251	734	34.20	412	630	65.40	2,135	76.25	336	775	1,111	39.68	348	387	164	101	535	""	""	11
2018	12620	27	Appalachian St.	-	Opponent Totals	-	-	-	-	-	5675:00	727	1,666	43.64	198	552	35.87	432	600	72.00	2,084	74.43	257	749	1,006	35.93	342	360	190	92	588	""	""	14
2018	12620	29	Arizona	-	TEAM	-	-	-	-	-	""	""	""	""	""	""	""	""	""	""	""	""	31	25	56	2.07	""	9	""	""	2	""	""	""
2018	12620	29	Arizona	-	Totals	-	-	-	-	-	5425:00	788	1,541	51.14	196	500	39.20	433	566	76.50	2,205	81.67	265	711	976	36.15	429	333	137	127	487	""	""	8
2018	12620	29	Arizona	-	Opponent Totals	-	-	-	-	-	5425:00	684	1,570	43.57	197	540	36.48	376	515	73.01	1,941	71.89	244	545	789	29.22	341	325	164	78	533	""	""	16
2018	12620	28	Arizona St.	-	TEAM	-	-	-	-	-	""	""	""	""	""	""	""	""	""	""	""	""	45	38	83	3.19	""	7	""	""	1	""	""	""
2018	12620	28	Arizona St.	-	Totals	-	-	-	-	-	5250:00	736	1,578	46.64	233	638	36.52	489	663	73.76	2,194	84.38	271	672	943	36.27	377	288	178	88	481	""	""	16
2018	12620	28	Arizona St.	-	Opponent Totals	-	-	-	-	-	5250:00	686	1,578	43.47	224	654	34.25	351	489	71.78	1,947	74.88	290	654	944	36.31	397	395	135	98	567	""	""	17
2018	12620	2678	Ark.-Pine Bluff	-	TEAM	-	-	-	-	-	""	""	""	""	""	""	""	""	""	""	""	""	21	43	64	2.29	""	11	""	""	""	""	""	""
2018	12620	2678	Ark.-Pine Bluff	-	Totals	-	-	-	-	-	5651:00	644	1,490	43.22	181	549	32.97	344	515	66.80	1,813	64.75	226	590	816	29.14	341	412	216	112	554	""	""	14
2018	12620	2678	Ark.-Pine Bluff	-	Opponent Totals	-	-	-	-	-	5649:00	683	1,549	44.09	188	565	33.27	491	689	71.26	2,045	73.04	366	709	1,075	38.39	405	423	219	56	471	""	""	7
2018	12620	31	Arkansas	-	TEAM	-	-	-	-	-	""	""	""	""	""	""	""	""	""	""	""	""	42	33	75	2.78	""	8	""	""	1	""	""	""
2018	12620	31	Arkansas	-	Totals	-	-	-	-	-	5475:00	808	1,670	48.38	216	540	40.00	404	607	66.56	2,236	82.81	277	678	955	35.37	403	300	179	125	550	""	""	8
2018	12620	31	Arkansas	-	Opponent Totals	-	-	-	-	-	5475:00	672	1,572	42.75	222	644	34.47	463	652	71.01	2,029	75.15	301	670	971	35.96	367	386	129	96	520	""	""	13
2018	12620	30	Arkansas St.	-	TEAM	-	-	-	-	-	""	""	""	""	""	""	""	""	""	""	""	""	56	38	94	3.48	""	9	""	""	""	""	""	""
2018	12620	30	Arkansas St.	-	Totals	-	-	-	-	-	5425:00	712	1,607	44.31	202	600	33.67	369	525	70.29	1,995	73.89	306	596	902	33.41	286	354	180	78	500	""	""	12
2018	12620	30	Arkansas St.	-	Opponent Totals	-	-	-	-	-	5425:00	764	1,555	49.13	199	535	37.20	389	547	71.12	2,116	78.37	276	683	959	35.52	385	372	149	97	496	""	""	16
2018	12620	725	Army West Point	-	TEAM	-	-	-	-	-	""	""	""	""	""	""	""	""	""	""	""	""	51	46	97	3.59	""	17	""	""	""	""	""	""
2018	12620	725	Army West Point	-	Totals	-	-	-	-	-	5425:00	740	1,654	44.74	262	684	38.30	267	409	65.28	2,009	74.41	269	704	973	36.04	451	364	156	72	533	""	""	6
2018	12620	725	Army West Point	-	Opponent Totals	-	-	-	-	-	5425:00	675	1,553	43.46	231	643	35.93	412	576	71.53	1,993	73.81	262	727	989	36.63	360	382	176	93	425	""	""	2
2018	12620	37	Auburn	-	TEAM	-	-	-	-	-	""	""	""	""	""	""	""	""	""	""	""	""	34	44	78	2.89	""	4	""	""	""	""	""	""
2018	12620	37	Auburn	-	Totals	-	-	-	-	-	5400:00	750	1,670	44.91	266	703	37.84	522	668	78.14	2,288	84.74	332	701	1,033	38.26	397	334	200	155	535	""	""	10
2018	12620	37	Auburn	-	Opponent Totals	-	-	-	-	-	5400:00	656	1,566	41.89	209	611	34.21	440	592	74.32	1,961	72.63	286	638	924	34.22	334	417	172	86	563	""	""	21
2018	12620	43	Austin Peay	-	TEAM	-	-	-	-	-	""	""	""	""	""	""	""	""	""	""	""	""	48	39	87	3.11	""	13	""	""	""	""	""	""
2018	12620	43	Austin Peay	-	Totals	-	-	-	-	-	5650:00	749	1,646	45.50	157	473	33.19	394	606	65.02	2,049	73.18	373	636	1,009	36.04	371	412	190	85	561	""	""	12
2018	12620	43	Austin Peay	-	Opponent Totals	-	-	-	-	-	5650:00	684	1,493	45.81	194	531	36.53	420	595	70.59	1,982	70.79	263	642	905	32.32	331	459	171	110	587	""	""	19
2018	12620	77	BYU	-	TEAM	-	-	-	-	-	""	""	""	""	""	""	""	""	""	""	""	""	34	44	78	2.69	""	8	""	""	""	""	""	""
2018	12620	77	BYU	-	Totals	-	-	-	-	-	5875:00	750	1,537	48.80	192	537	35.75	464	617	75.20	2,156	74.34	201	756	957	33.00	458	354	190	117	495	""	""	8
2018	12620	77	BYU	-	Opponent Totals	-	-	-	-	-	5875:00	716	1,613	44.39	202	603	33.50	288	452	63.72	1,922	66.28	226	663	889	30.66	373	375	184	81	541	""	""	14
2018	12620	47	Ball St.	-	TEAM	-	-	-	-	-	""	""	""	""	""	""	""	""	""	""	""	""	36	44	80	2.86	""	6	""	""	""	""	""	""
2018	12620	47	Ball St.	-	Totals	-	-	-	-	-	5674:00	757	1,665	45.47	222	648	34.26	405	563	71.94	2,141	76.46	275	784	1,059	37.82	410	372	152	98	474	""	""	13
2018	12620	47	Ball St.	-	Opponent Totals	-	-	-	-	-	5676:00	737	1,730	42.60	227	634	35.80	357	487	73.31	2,058	73.50	284	721	1,005	35.89	375	347	194	103	535	""	""	19
2018	12620	51	Baylor	-	TEAM	-	-	-	-	-	""	""	""	""	""	""	""	""	""	""	2	0.07	34	50	84	3.11	""	7	""	""	""	""	""	""
2018	12620	51	Baylor	-	Totals	-	-	-	-	-	5475:00	755	1,598	47.25	182	507	35.90	369	502	73.51	2,063	76.41	315	735	1,050	38.89	413	359	139	125	471	""	""	7
2018	12620	51	Baylor	-	Opponent Totals	-	-	-	-	-	5475:00	664	1,624	40.89	208	615	33.82	324	459	70.59	1,860	68.89	294	574	868	32.15	382	307	151	112	475	""	""	11
2018	12620	14927	Belmont	-	TEAM	-	-	-	-	-	""	""	""	""	""	""	""	""	""	""	""	""	36	51	87	3.00	""	9	""	""	""	""	""	""
2018	12620	14927	Belmont	-	Totals	-	-	-	-	-	5800:00	792	1,622	48.83	327	878	37.24	355	475	74.74	2,266	78.14	226	767	993	34.24	464	361	147	74	469	""	""	6
2018	12620	14927	Belmont	-	Opponent Totals	-	-	-	-	-	5800:00	732	1,693	43.24	196	589	33.28	340	463	73.43	2,000	68.97	255	665	920	31.72	320	350	175	74	510	""	""	9
2018	12620	61	Bethune-Cookman	-	TEAM	-	-	-	-	-	""	""	""	""	""	""	""	""	""	""	""	""	36	35	71	2.54	""	15	""	""	""	""	""	""
