year	year_id	team_id	team_name	jersey_number	summary_type	class_year	position	height	games_played	games_started	minutes_played	field_goals_made	field_goals_attempted	field_goal_percentage	three_point_field_goals	three_point_field_goals_attempted	three_point_field_goal_percentage	free_throws	free_throws_attempted	free_throw_percentage	points	point_per_game	offensive_rebounds	defensive_rebounds	total_rebounds	rebounds_per_game	assists	turnovers	steals	blocks	fouls	double_doubles	triple_doubles	dq
2018	12620	4	Adrian	-	TEAM	-	-	-	-	-	""	""	""	""	""	""	""	""	""	""	""	""	27	29	56	2.24	""	11	""	""	""	""	""	""
2018	12620	4	Adrian	-	Totals	-	-	-	-	-	5050:00	634	1,373	46.18	181	493	36.71	348	491	70.88	1,797	71.88	186	633	819	32.76	300	302	174	76	438	""	""	10
2018	12620	4	Adrian	-	Opponent Totals	-	-	-	-	-	5050:00	616	1,437	42.87	181	549	32.97	287	408	70.34	1,700	68.00	238	631	869	34.76	344	337	100	65	433	""	""	9
2018	12620	2798	Albertus Magnus	-	TEAM	-	-	-	-	-	""	""	""	""	""	""	""	""	""	""	""	""	50	50	100	3.85	""	6	""	""	3	""	""	""
2018	12620	2798	Albertus Magnus	-	Totals	-	-	-	-	-	5250:00	792	1,706	46.42	155	457	33.92	456	720	63.33	2,195	84.42	370	761	1,131	43.50	279	377	191	93	459	""	""	4
2018	12620	2798	Albertus Magnus	-	Opponent Totals	-	-	-	-	-	5251:00	727	1,720	42.27	191	616	31.01	314	458	68.56	1,959	75.35	300	690	990	38.08	345	402	167	72	581	""	""	25
2018	12620	15	Albion	-	TEAM	-	-	-	-	-	""	""	""	""	""	""	""	""	""	""	""	""	54	33	87	3.48	""	3	""	""	""	""	""	""
2018	12620	15	Albion	-	Totals	-	-	-	-	-	5052:00	650	1,532	42.43	193	580	33.28	322	462	69.70	1,815	72.60	298	628	926	37.04	336	324	117	51	462	""	""	7
2018	12620	15	Albion	-	Opponent Totals	-	-	-	-	-	5050:00	682	1,450	47.03	221	580	38.10	355	476	74.58	1,940	77.60	203	644	847	33.88	380	318	156	54	444	""	""	10
2018	12620	16	Albright	-	TEAM	-	-	-	-	-	""	""	""	""	""	""	""	""	""	""	""	""	31	47	78	3.12	""	3	""	""	1	""	""	""
2018	12620	16	Albright	-	Totals	-	-	-	-	-	5150:00	743	1,648	45.08	209	576	36.28	373	537	69.46	2,068	82.72	252	789	1,041	41.64	412	369	219	96	476	""	""	12
2018	12620	16	Albright	-	Opponent Totals	-	-	-	-	-	5150:00	646	1,633	39.56	172	578	29.76	388	557	69.66	1,852	74.08	261	723	984	39.36	254	393	173	84	473	""	""	10
2018	12620	18	Alfred	-	TEAM	-	-	-	-	-	""	""	""	""	""	""	""	""	""	""	""	""	25	41	66	2.64	""	4	""	""	""	""	""	""
2018	12620	18	Alfred	-	Totals	-	-	-	-	-	5000:00	712	1,595	44.64	234	623	37.56	354	515	68.74	2,012	80.48	302	630	932	37.28	398	294	156	74	519	""	""	13
2018	12620	18	Alfred	-	Opponent Totals	-	-	-	-	-	5000:00	663	1,476	44.92	176	473	37.21	406	587	69.17	1,908	76.32	281	674	955	38.20	315	367	143	71	486	""	""	6
2018	12620	30170	Alfred St.	-	TEAM	-	-	-	-	-	""	""	""	""	""	""	""	""	""	""	""	""	56	54	110	4.40	""	11	""	""	""	""	""	""
2018	12620	30170	Alfred St.	-	Totals	-	-	-	-	-	5076:00	690	1,610	42.86	102	402	25.37	340	559	60.82	1,822	72.88	377	774	1,151	46.04	416	439	226	84	479	""	""	14
2018	12620	30170	Alfred St.	-	Opponent Totals	-	-	-	-	-	5074:00	583	1,529	38.13	179	606	29.54	342	514	66.54	1,687	67.48	272	658	930	37.20	338	435	217	92	496	""	""	12
2018	12620	19	Allegheny	-	TEAM	-	-	-	-	-	""	""	""	""	""	""	""	""	""	""	""	""	42	48	90	3.60	""	7	""	""	""	""	""	""
2018	12620	19	Allegheny	-	Totals	-	-	-	-	-	4998:00	588	1,524	38.58	181	570	31.75	216	347	62.25	1,573	62.92	259	677	936	37.44	320	347	136	99	432	""	""	3
2018	12620	19	Allegheny	-	Opponent Totals	-	-	-	-	-	4999:00	665	1,604	41.46	259	705	36.74	319	441	72.34	1,908	76.32	325	744	1,069	42.76	368	291	170	86	359	""	""	2
2018	12620	21	Alma	-	TEAM	-	-	-	-	-	""	""	""	""	""	""	""	""	""	""	""	""	33	52	85	3.40	""	8	""	""	""	""	""	""
2018	12620	21	Alma	-	Totals	-	-	-	-	-	5050:00	713	1,533	46.51	250	691	36.18	246	358	68.72	1,922	76.88	204	684	888	35.52	427	368	128	75	415	""	""	4
2018	12620	21	Alma	-	Opponent Totals	-	-	-	-	-	5053:00	731	1,660	44.04	221	593	37.27	330	453	72.85	2,013	80.52	298	674	972	38.88	367	303	147	49	384	""	""	5
2018	12620	938	Alvernia	-	TEAM	-	-	-	-	-	""	""	""	""	""	""	""	""	""	""	""	""	40	47	87	3.48	""	16	""	""	""	""	""	""
2018	12620	938	Alvernia	-	Totals	-	-	-	-	-	5050:00	613	1,519	40.36	224	665	33.68	272	407	66.83	1,722	68.88	256	640	896	35.84	270	265	138	91	389	""	""	10
2018	12620	938	Alvernia	-	Opponent Totals	-	-	-	-	-	5050:00	664	1,534	43.29	183	552	33.15	274	406	67.49	1,785	71.40	295	709	1,004	40.16	384	284	128	70	413	""	""	7
2018	12620	24	Amherst	-	TEAM	-	-	-	-	-	""	""	""	""	""	""	""	""	""	""	""	""	26	39	65	2.60	""	5	""	""	""	""	""	""
2018	12620	24	Amherst	-	Totals	-	-	-	-	-	5000:00	728	1,664	43.75	213	612	34.80	210	326	64.42	1,879	75.16	342	795	1,137	45.48	390	348	146	105	427	""	""	3
2018	12620	24	Amherst	-	Opponent Totals	-	-	-	-	-	5001:00	564	1,518	37.15	185	592	31.25	283	435	65.06	1,596	63.84	224	633	857	34.28	308	324	171	73	358	""	""	4
2018	12620	939	Anderson (IN)	-	TEAM	-	-	-	-	-	""	""	""	""	""	""	""	""	""	""	""	""	33	47	80	3.08	""	8	""	""	""	""	""	""
2018	12620	939	Anderson (IN)	-	Totals	-	-	-	-	-	5225:00	726	1,429	50.80	198	504	39.29	519	636	81.60	2,169	83.42	171	612	783	30.12	323	349	153	61	503	""	""	20
2018	12620	939	Anderson (IN)	-	Opponent Totals	-	-	-	-	-	5225:00	753	1,537	48.99	151	419	36.04	402	574	70.03	2,059	79.19	269	603	872	33.54	335	378	152	65	575	""	""	16
