year	year_id	team_id	team_name	jersey_number	summary_type	class_year	position	height	games_played	games_started	minutes_played	field_goals_made	field_goals_attempted	field_goal_percentage	three_point_field_goals	three_point_field_goals_attempted	three_point_field_goal_percentage	free_throws	free_throws_attempted	free_throw_percentage	points	point_per_game	offensive_rebounds	defensive_rebounds	total_rebounds	rebounds_per_game	assists	turnovers	steals	blocks	fouls	double_doubles	triple_doubles	dq
2013	11220	2	Abilene Christian	-	Totals	-	-	-	-	-	5248:00	676	1,471	45.96	184	456	40.35	324	505	64.16	1,860	71.54	340	608	948	36.46	347	390	169	70	470	 	 
2013	11220	2	Abilene Christian	-	Opponent Totals	-	-	-	-	-	5250:00	602	1,396	43.12	192	547	35.10	364	490	74.29	1,760	67.69	248	549	797	30.65	306	360	163	100	431	 	 
2013	11220	30123	Academy of Art	-	Totals	-	-	-	-	-	5025:00	680	1,477	46.04	123	343	35.86	386	551	70.05	1,869	74.76	259	581	840	33.60	381	401	194	72	585	 	 
2013	11220	30123	Academy of Art	-	Opponent Totals	-	-	-	-	-	5025:00	653	1,410	46.31	179	481	37.21	523	752	69.55	2,008	80.32	266	614	880	35.20	366	386	207	74	477	 	 
2013	11220	929	Adams St.	-	Totals	-	-	-	-	-	5824:00	761	1,678	45.35	175	530	33.02	578	798	72.43	2,275	78.45	350	763	1,113	38.38	355	499	225	125	640	 	 
2013	11220	929	Adams St.	-	Opponent Totals	-	-	-	-	-	5825:00	685	1,648	41.57	194	594	32.66	533	766	69.58	2,097	72.31	305	679	984	33.93	338	477	219	73	643	 	 
2013	11220	3	Adelphi	-	Totals	-	-	-	-	-	5874:00	629	1,545	40.71	148	436	33.94	355	539	65.86	1,761	60.72	274	730	1,004	34.62	365	414	205	102	558	 	 
2013	11220	3	Adelphi	-	Opponent Totals	-	-	-	-	-	5877:00	616	1,481	41.59	171	505	33.86	408	602	67.77	1,811	62.45	253	739	992	34.21	285	440	203	106	529	 	 
2013	11220	10	Ala.-Huntsville	-	Totals	-	-	-	-	-	6200:00	743	1,614	46.03	321	828	38.77	464	605	76.69	2,271	73.26	217	804	1,021	32.94	479	406	182	84	517	 	 
2013	11220	10	Ala.-Huntsville	-	Opponent Totals	-	-	-	-	-	6199:00	740	1,819	40.68	194	658	29.48	383	550	69.64	2,057	66.35	360	727	1,087	35.06	351	370	205	78	551	 	 
2013	11220	11	Alas. Anchorage	-	Totals	-	-	-	-	-	5400:00	670	1,464	45.77	247	610	40.49	414	575	72.00	2,001	74.11	314	611	925	34.26	477	347	155	80	490	 	 
2013	11220	11	Alas. Anchorage	-	Opponent Totals	-	-	-	-	-	5401:00	638	1,482	43.05	175	471	37.15	392	551	71.14	1,843	68.26	291	544	835	30.93	395	328	184	78	536	 	 
2013	11220	12	Alas. Fairbanks	-	Totals	-	-	-	-	-	5650:00	726	1,627	44.62	193	541	35.67	370	519	71.29	2,015	71.96	299	714	1,013	36.18	443	410	205	77	458	 	 
2013	11220	12	Alas. Fairbanks	-	Opponent Totals	-	-	-	-	-	5650:00	693	1,624	42.67	189	504	37.50	355	496	71.57	1,930	68.93	274	662	936	33.43	320	397	187	69	467	 	 
2013	11220	13	Albany St. (GA)	-	Totals	-	-	-	-	-	5425:00	647	1,527	42.37	185	485	38.14	248	382	64.92	1,727	63.96	333	567	900	33.33	306	469	209	89	482	 	 
2013	11220	13	Albany St. (GA)	-	Opponent Totals	-	-	-	-	-	5421:00	653	1,427	45.76	158	437	36.16	359	582	61.68	1,823	67.52	352	625	977	36.19	312	481	229	107	390	 	 
2013	11220	934	Alderson Broaddus	-	Totals	-	-	-	-	-	5901:00	777	1,703	45.63	196	582	33.68	463	679	68.19	2,213	76.31	422	756	1,178	40.62	397	431	171	121	488	 	 
2013	11220	934	Alderson Broaddus	-	Opponent Totals	-	-	-	-	-	5903:00	707	1,711	41.32	168	534	31.46	421	597	70.52	2,003	69.07	314	620	934	32.21	289	377	206	75	561	 	 
2013	11220	22	American Int'l	-	Totals	-	-	-	-	-	5325:00	602	1,502	40.08	221	614	35.99	254	382	66.49	1,679	64.58	243	663	906	34.85	390	321	159	37	454	 	 
2013	11220	22	American Int'l	-	Opponent Totals	-	-	-	-	-	5325:00	615	1,436	42.83	174	515	33.79	322	474	67.93	1,726	66.38	255	727	982	37.77	391	343	149	70	388	 	 
2013	11220	13028	Anderson (SC)	-	Totals	-	-	-	-	-	5726:00	705	1,537	45.87	236	578	40.83	441	582	75.77	2,087	74.54	219	691	910	32.50	300	390	204	66	446	 	 
2013	11220	13028	Anderson (SC)	-	Opponent Totals	-	-	-	-	-	5727:00	725	1,620	44.75	236	646	36.53	328	483	67.91	2,014	71.93	277	692	969	34.61	360	427	209	86	533	 	 
2013	11220	25	Angelo St.	-	Totals	-	-	-	-	-	5250:00	576	1,447	39.81	175	500	35.00	477	645	73.95	1,804	69.38	271	551	822	31.62	278	301	147	46	537	 	 
2013	11220	25	Angelo St.	-	Opponent Totals	-	-	-	-	-	5254:00	662	1,377	48.08	182	458	39.74	430	624	68.91	1,936	74.46	276	694	970	37.31	335	387	126	81	546	 	 
2013	11220	30105	Ark.-Fort Smith	-	Totals	-	-	-	-	-	5661:00	712	1,620	43.95	186	524	35.50	492	722	68.14	2,102	75.07	356	694	1,050	37.50	367	429	216	81	547	 	 
2013	11220	30105	Ark.-Fort Smith	-	Opponent Totals	-	-	-	-	-	5665:00	709	1,595	44.45	154	492	31.30	425	612	69.44	1,997	71.32	290	662	952	34.00	380	444	196	57	593	 	 
2013	11220	8411	Ark.-Monticello	-	Totals	-	-	-	-	-	5473:00	652	1,542	42.28	164	530	30.94	322	497	64.79	1,790	66.30	341	631	972	36.00	319	387	238	78	465	 	 
2013	11220	8411	Ark.-Monticello	-	Opponent Totals	-	-	-	-	-	5476:00	590	1,399	42.17	145	470	30.85	313	460	68.04	1,638	60.67	262	632	894	33.11	340	463	181	85	467	 	 
2013	11220	947	Arkansas Tech	-	Totals	-	-	-	-	-	5901:00	622	1,519	40.95	160	505	31.68	402	615	65.37	1,806	62.28	314	746	1,060	36.55	295	405	208	114	477	 	 
2013	11220	947	Arkansas Tech	-	Opponent Totals	-	-	-	-	-	5900:00	592	1,530	38.69	207	626	33.07	361	533	67.73	1,752	60.41	280	693	973	33.55	357	389	168	88	514	 	 
2013	11220	33	Armstrong	-	Totals	-	-	-	-	-	5425:00	754	1,759	42.87	170	542	31.37	450	701	64.19	2,128	78.81	456	784	1,240	45.93	346	401	160	135	470	 	 
