year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	height	games_played	games_started	minutes_played	field_goals_made	field_goals_attempted	field_goal_percentage	three_point_field_goals	three_point_field_goals_attempted	three_point_field_goal_percentage	free_throws	free_throws_attempted	free_throw_percentage	points	point_per_game	offensive_rebounds	defensive_rebounds	total_rebounds	rebounds_per_game	assists	turnovers	steals	blocks	fouls	double_doubles	triple_doubles	dq
2010	10260	26172	A&M-Corpus Chris	32	855158	Bond, Horace	http://stats.ncaa.org/player?game_sport_year_ctl_id=10260&stats_player_seq=855158	Jr	F	6-8	32	31	12:36	64	124	51.61	9	25	36.00	28	63	44.44	165	5.16	45	61	106	3.31	16	38	15	6	78	0	0
2010	10260	26172	A&M-Corpus Chris	5	964968	Jones, Terence	http://stats.ncaa.org/player?game_sport_year_ctl_id=10260&stats_player_seq=964968	Fr	G	6-2	32	25	11:26	56	179	31.28	29	93	31.18	45	66	68.18	186	5.81	10	47	57	1.78	74	79	22	5	59	0	0
2010	10260	26172	A&M-Corpus Chris	33	964972	Coombs, Shamar	http://stats.ncaa.org/player?game_sport_year_ctl_id=10260&stats_player_seq=964972	Sr	G	6-1	32	1	8:09	48	124	38.71	25	79	31.65	18	26	69.23	139	4.34	12	41	53	1.66	38	43	12	2	42	0	0
2010	10260	26172	A&M-Corpus Chris	21	855163	Watt, Demond	http://stats.ncaa.org/player?game_sport_year_ctl_id=10260&stats_player_seq=855163	Jr	F	6-7	32	28	16:16	154	234	65.81	0	1	0.00	96	143	67.13	404	12.62	90	160	250	7.81	52	59	26	39	74	8	0
2010	10260	26172	A&M-Corpus Chris	15	964970	Palmer, Kevin	http://stats.ncaa.org/player?game_sport_year_ctl_id=10260&stats_player_seq=964970	Sr	G	6-6	32	32	17:33	203	438	46.35	51	159	32.08	174	229	75.98	631	19.72	55	119	174	5.44	88	139	77	9	69	0	0
2010	10260	26172	A&M-Corpus Chris	30	964971	Hammonds, Marcus	http://stats.ncaa.org/player?game_sport_year_ctl_id=10260&stats_player_seq=964971	Sr	F	6-5	31	1	8:28	37	91	40.66	15	38	39.47	8	14	57.14	97	3.13	25	53	78	2.52	25	31	15	5	36	0	0
2010	10260	26172	A&M-Corpus Chris	23	855165	Reynolds, Justin	http://stats.ncaa.org/player?game_sport_year_ctl_id=10260&stats_player_seq=855165	Jr	F	6-8	31	28	12:58	115	241	47.72	5	34	14.71	70	113	61.95	305	9.84	61	132	193	6.23	29	49	41	31	94	3	0
2010	10260	26172	A&M-Corpus Chris	2	964966	Nelson, Jawan	http://stats.ncaa.org/player?game_sport_year_ctl_id=10260&stats_player_seq=964966	So	C	6-9	27	0	3:16	14	46	30.43	3	20	15.00	6	9	66.67	37	1.37	3	13	16	0.59	6	21	2	0	31	0	0
2010	10260	26172	A&M-Corpus Chris	34	967418	Toncinic, Filip	http://stats.ncaa.org/player?game_sport_year_ctl_id=10260&stats_player_seq=967418	Sr	C	7-0	26	5	6:02	35	88	39.77	8	27	29.63	14	26	53.85	92	3.54	16	49	65	2.50	21	28	10	25	32	0	0
2010	10260	26172	A&M-Corpus Chris	1	964965	Drake, LaMarr	http://stats.ncaa.org/player?game_sport_year_ctl_id=10260&stats_player_seq=964965	Sr	G	6-1	24	9	8:48	33	85	38.82	14	43	32.56	20	32	62.50	100	4.17	11	37	48	2.00	69	51	28	0	59	0	0
