year	year_id	team_id	team_name	jersey_number	summary_type	class_year	position	height	games_played	games_started	minutes_played	field_goals_made	field_goals_attempted	field_goal_percentage	three_point_field_goals	three_point_field_goals_attempted	three_point_field_goal_percentage	free_throws	free_throws_attempted	free_throw_percentage	points	point_per_game	offensive_rebounds	defensive_rebounds	total_rebounds	rebounds_per_game	assists	turnovers	steals	blocks	fouls	double_doubles	triple_doubles	dq
2017	12480	4	Adrian	-	TEAM	-	-	-	-	-	""	""	""	""	""	""	""	""	""	""	""	""	35	35	70	2.80	""	9	""	""	""	""	""	""
2017	12480	4	Adrian	-	Totals	-	-	-	-	-	5025:00	579	1,369	42.29	106	330	32.12	308	468	65.81	1,572	62.88	261	530	791	31.64	178	312	141	53	442	""	""	16
2017	12480	4	Adrian	-	Opponent Totals	-	-	-	-	-	5030:00	629	1,337	47.05	204	494	41.30	314	441	71.20	1,776	71.04	239	595	834	33.36	389	323	130	81	414	""	""	4
2017	12480	2798	Albertus Magnus	-	TEAM	-	-	-	-	-	""	""	""	""	""	""	""	""	""	""	""	""	45	61	106	3.93	""	6	""	""	1	""	""	""
2017	12480	2798	Albertus Magnus	-	Totals	-	-	-	-	-	5424:00	867	1,818	47.69	214	586	36.52	456	702	64.96	2,404	89.04	394	828	1,222	45.26	420	404	194	123	536	""	""	14
2017	12480	2798	Albertus Magnus	-	Opponent Totals	-	-	-	-	-	5425:00	727	1,788	40.66	192	591	32.49	400	591	67.68	2,046	75.78	335	700	1,035	38.33	378	428	191	46	607	""	""	22
2017	12480	15	Albion	-	TEAM	-	-	-	-	-	""	""	""	""	""	""	""	""	""	""	""	""	34	57	91	3.64	""	1	""	""	1	""	""	""
2017	12480	15	Albion	-	Totals	-	-	-	-	-	5005:00	619	1,419	43.62	169	483	34.99	358	502	71.31	1,765	70.60	236	611	847	33.88	301	292	114	63	473	""	""	13
2017	12480	15	Albion	-	Opponent Totals	-	-	-	-	-	4997:00	648	1,432	45.25	204	549	37.16	372	512	72.66	1,872	74.88	254	638	892	35.68	355	288	137	64	485	""	""	12
2017	12480	16	Albright	-	TEAM	-	-	-	-	-	""	""	""	""	""	""	""	""	""	""	""	""	46	42	88	3.26	""	3	""	""	""	""	""	""
2017	12480	16	Albright	-	Totals	-	-	-	-	-	5451:00	670	1,589	42.16	214	644	33.23	392	548	71.53	1,946	72.07	264	692	956	35.41	358	352	164	68	525	""	""	16
2017	12480	16	Albright	-	Opponent Totals	-	-	-	-	-	5448:00	677	1,552	43.62	173	492	35.16	420	585	71.79	1,947	72.11	248	728	976	36.15	305	368	157	75	512	""	""	7
2017	12480	18	Alfred	-	TEAM	-	-	-	-	-	""	""	""	""	""	""	""	""	""	""	""	""	41	31	72	2.88	""	3	""	""	""	""	""	""
2017	12480	18	Alfred	-	Totals	-	-	-	-	-	5025:00	680	1,588	42.82	186	569	32.69	328	471	69.64	1,874	74.96	292	633	925	37.00	369	311	167	65	538	""	""	8
2017	12480	18	Alfred	-	Opponent Totals	-	-	-	-	-	5025:00	635	1,399	45.39	162	469	34.54	416	611	68.09	1,848	73.92	241	692	933	37.32	329	380	153	91	474	""	""	10
