year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	height	games_played	games_started	minutes_played	field_goals_made	field_goals_attempted	field_goal_percentage	three_point_field_goals	three_point_field_goals_attempted	three_point_field_goal_percentage	free_throws	free_throws_attempted	free_throw_percentage	points	point_per_game	offensive_rebounds	defensive_rebounds	total_rebounds	rebounds_per_game	assists	turnovers	steals	blocks	fouls	double_doubles	triple_doubles	dq
2012	10740	26172	A&M-Corpus Chris	5	964968	Jones, Terence	http://stats.ncaa.org/player?game_sport_year_ctl_id=10740&stats_player_seq=964968	Jr	G	6-2	30	29	15:27	129	352	36.65	68	189	35.98	85	117	72.65	411	13.70	8	81	89	2.97	55	86	22	6	67	1	0
2012	10740	26172	A&M-Corpus Chris	10	1289299	Jordan, Johnathan	http://stats.ncaa.org/player?game_sport_year_ctl_id=10740&stats_player_seq=1289299	Fr	G	5-10	30	26	15:43	63	149	42.28	4	23	17.39	65	104	62.50	195	6.50	29	70	99	3.30	138	77	31	6	87	1	0
2012	10740	26172	A&M-Corpus Chris	11	1178372	Hawkins-Mast, Chris	http://stats.ncaa.org/player?game_sport_year_ctl_id=10740&stats_player_seq=1178372	Sr	G	6-6	30	28	15:50	136	333	40.84	14	68	20.59	94	146	64.38	380	12.67	65	118	183	6.10	25	90	18	6	87	4	0
2012	10740	26172	A&M-Corpus Chris	01	1289295	Ali, Hameed	http://stats.ncaa.org/player?game_sport_year_ctl_id=10740&stats_player_seq=1289295	Fr	G	6-2	30	13	10:04	48	166	28.92	21	65	32.31	12	18	66.67	129	4.30	7	44	51	1.70	47	43	23	5	53	0	0
2012	10740	26172	A&M-Corpus Chris	12	1289301	Kocher, Jake	http://stats.ncaa.org/player?game_sport_year_ctl_id=10740&stats_player_seq=1289301	Fr	G	6-1	29	4	6:06	31	87	35.63	18	57	31.58	12	18	66.67	92	3.17	9	43	52	1.79	18	19	15	0	25	0	0
2012	10740	26172	A&M-Corpus Chris	23	1289302	Maxey, Nate	http://stats.ncaa.org/player?game_sport_year_ctl_id=10740&stats_player_seq=1289302	Fr	F	6-11	29	10	7:38	43	72	59.72	0	0	""	16	39	41.03	102	3.52	29	57	86	2.97	6	25	9	48	74	1	0
2012	10740	26172	A&M-Corpus Chris	4	1289304	Smith, Jason	http://stats.ncaa.org/player?game_sport_year_ctl_id=10740&stats_player_seq=1289304	Jr	G	6-3	28	2	4:35	29	86	33.72	6	22	27.27	27	39	69.23	91	3.25	5	48	53	1.89	18	33	8	2	16	0	0
2012	10740	26172	A&M-Corpus Chris	22	1289296	Dempsey, Myron	http://stats.ncaa.org/player?game_sport_year_ctl_id=10740&stats_player_seq=1289296	Jr	F	6-6	28	28	12:55	104	217	47.93	0	0	""	33	81	40.74	241	8.61	85	116	201	7.18	25	41	33	22	81	3	0
2012	10740	26172	A&M-Corpus Chris	21	1289303	Pope-Didier, Jordan	http://stats.ncaa.org/player?game_sport_year_ctl_id=10740&stats_player_seq=1289303	Fr	F	6-8	28	3	4:56	20	48	41.67	0	4	0.00	2	7	28.57	42	1.50	18	30	48	1.71	3	18	7	5	56	0	0
2012	10740	26172	A&M-Corpus Chris	33	1178373	Wang, Ted	http://stats.ncaa.org/player?game_sport_year_ctl_id=10740&stats_player_seq=1178373	So	C	7-0	24	0	3:47	11	32	34.38	0	1	0.00	7	15	46.67	29	1.21	9	22	31	1.29	2	11	0	11	27	0	0
