year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	height	games_played	games_started	minutes_played	field_goals_made	field_goals_attempted	field_goal_percentage	three_point_field_goals	three_point_field_goals_attempted	three_point_field_goal_percentage	free_throws	free_throws_attempted	free_throw_percentage	points	point_per_game	offensive_rebounds	defensive_rebounds	total_rebounds	rebounds_per_game	assists	turnovers	steals	blocks	fouls	double_doubles	triple_doubles	dq
2018	12620	4	Adrian	13	1629477	Webster, Justin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12620&stats_player_seq=1629477	Sr	F	6-5	25	25	870:00	163	291	56.01	15	24	62.50	134	186	72.04	475	19.00	43	191	234	9.36	55	61	18	5	55	11	""	2
2018	12620	4	Adrian	04	1970800	Heard, Tre'Shon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12620&stats_player_seq=1970800	So	G	6-0	25	23	787:00	83	189	43.92	13	45	28.89	41	59	69.49	220	8.80	36	97	133	5.32	84	69	31	7	53	""	""	""
2018	12620	4	Adrian	01	1970829	Harris, Jordan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12620&stats_player_seq=1970829	Fr	G	6-1	25	25	816:00	100	263	38.02	36	125	28.80	48	64	75.00	284	11.36	16	77	93	3.72	64	35	33	5	46	""	""	""
2018	12620	4	Adrian	35	1970828	Kalonji, Jeremy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12620&stats_player_seq=1970828	So	F	6-5	25	25	788:00	124	237	52.32	34	77	44.16	71	98	72.45	353	14.12	28	66	94	3.76	13	34	27	31	75	2	""	3
2018	12620	4	Adrian	02	1970827	Colbert, Sam	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12620&stats_player_seq=1970827	Fr	G	5-11	25	19	681:00	76	200	38.00	57	145	39.31	18	21	85.71	227	9.08	9	62	71	2.84	25	30	28	15	69	""	""	2
2018	12620	4	Adrian	10	1970826	Buckner, Cortiz	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12620&stats_player_seq=1970826	Fr	G	5-11	23	1	239:00	20	44	45.45	1	4	25.00	11	25	44.00	52	2.26	3	17	20	0.87	20	15	5	2	25	""	""	""
2018	12620	4	Adrian	30	1971649	Sloop, Jared	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12620&stats_player_seq=1971649	Fr	G	6-2	19	0	130:00	8	20	40.00	3	7	42.86	3	4	75.00	22	1.16	8	23	31	1.63	6	6	5	3	23	""	""	""
2018	12620	4	Adrian	14	1970805	Oganowski, Kas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12620&stats_player_seq=1970805	Fr	G	5-10	18	1	104:00	17	34	50.00	11	25	44.00	5	6	83.33	50	2.78	2	14	16	0.89	5	6	5	1	12	""	""	""
2018	12620	4	Adrian	24	1863786	Wyatt-Morris, Ke'Shaun	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12620&stats_player_seq=1863786	So	F	6-5	16	2	102:00	5	9	55.56	""	1	0.00	5	6	83.33	15	0.94	4	9	13	0.81	2	9	2	5	22	""	""	1
2018	12620	4	Adrian	11	1863717	Rainey, Keyon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12620&stats_player_seq=1863717	Fr	G	-	16	1	290:00	16	40	40.00	3	12	25.00	3	5	60.00	38	2.38	6	35	41	2.56	14	21	13	""	33	""	""	1
