year	year_id	team_id	team_name	jersey_number	summary_type	class_year	position	height	games_played	games_started	minutes_played	field_goals_made	field_goals_attempted	field_goal_percentage	three_point_field_goals	three_point_field_goals_attempted	three_point_field_goal_percentage	free_throws	free_throws_attempted	free_throw_percentage	points	point_per_game	offensive_rebounds	defensive_rebounds	total_rebounds	rebounds_per_game	assists	turnovers	steals	blocks	fouls	double_doubles	triple_doubles	dq
2015	12020	4	Adrian	-	Totals	-	-	-	-	-	5000:00	514	1,331	38.62	148	448	33.04	291	417	69.78	1,467	58.68	242	535	777	31.08	229	277	166	39	485	 	 	8
2015	12020	4	Adrian	-	Opponent Totals	-	-	-	-	-	5000:00	508	1,182	42.98	150	458	32.75	392	545	71.93	1,558	62.32	229	646	875	35.00	296	346	125	86	401	 	 	5
2015	12020	2798	Albertus Magnus	-	Totals	-	-	-	-	-	6026:00	989	1,963	50.38	180	532	33.83	642	941	68.23	2,800	93.33	389	928	1,317	43.90	560	473	262	219	557	 	 	10
2015	12020	2798	Albertus Magnus	-	Opponent Totals	-	-	-	-	-	6025:00	810	2,077	39.00	192	600	32.00	442	633	69.83	2,254	75.13	423	722	1,145	38.17	439	526	200	60	733	 	 	43
2015	12020	15	Albion	-	Totals	-	-	-	-	-	5036:00	555	1,366	40.63	158	461	34.27	301	471	63.91	1,569	62.76	328	606	934	37.36	281	293	135	47	371	 	 	3
2015	12020	15	Albion	-	Opponent Totals	-	-	-	-	-	5028:00	557	1,325	42.04	142	456	31.14	271	372	72.85	1,527	61.08	211	587	798	31.92	291	262	148	63	455	 	 	10
2015	12020	16	Albright	-	Totals	-	-	-	-	-	4850:00	607	1,360	44.63	115	337	34.12	353	493	71.60	1,682	70.08	262	635	897	37.38	301	380	144	74	440	 	 	9
2015	12020	16	Albright	-	Opponent Totals	-	-	-	-	-	4850:00	612	1,398	43.78	128	367	34.88	331	516	64.15	1,683	70.12	254	569	823	34.29	233	316	216	81	449	 	 	9
2015	12020	18	Alfred	-	Totals	-	-	-	-	-	5423:00	719	1,673	42.98	211	576	36.63	371	581	63.86	2,020	74.81	380	667	1,047	38.78	428	348	226	100	556	 	 	5
2015	12020	18	Alfred	-	Opponent Totals	-	-	-	-	-	5425:00	635	1,505	42.19	172	571	30.12	442	639	69.17	1,884	69.78	316	685	1,001	37.07	343	427	183	90	502	 	 	8
2015	12020	19	Allegheny	-	Totals	-	-	-	-	-	5225:00	607	1,423	42.66	139	484	28.72	302	413	73.12	1,655	63.65	213	643	856	32.92	325	345	164	96	461	 	 	7
2015	12020	19	Allegheny	-	Opponent Totals	-	-	-	-	-	5225:00	636	1,487	42.77	164	489	33.54	336	504	66.67	1,772	68.15	309	659	968	37.23	333	323	180	68	399	 	 	7
2015	12020	21	Alma	-	Totals	-	-	-	-	-	5251:00	640	1,389	46.08	212	569	37.26	316	432	73.15	1,808	69.54	181	647	828	31.85	372	342	155	98	485	 	 	12
2015	12020	21	Alma	-	Opponent Totals	-	-	-	-	-	5247:00	619	1,513	40.91	177	533	33.21	431	589	73.17	1,846	71.00	326	634	960	36.92	354	299	188	66	448	 	 	7
2015	12020	938	Alvernia	-	Totals	-	-	-	-	-	5625:00	684	1,495	45.75	195	549	35.52	422	668	63.17	1,985	70.89	248	641	889	31.75	374	306	226	73	458	 	 	16
2015	12020	938	Alvernia	-	Opponent Totals	-	-	-	-	-	5624:00	675	1,553	43.46	142	437	32.49	323	479	67.43	1,815	64.82	319	690	1,009	36.04	311	404	153	58	588	 	 	14
2015	12020	24	Amherst	-	Totals	-	-	-	-	-	5875:00	774	1,758	44.03	276	740	37.30	378	599	63.11	2,202	75.93	357	845	1,202	41.45	427	356	172	141	483	 	 	7
2015	12020	24	Amherst	-	Opponent Totals	-	-	-	-	-	5875:00	722	1,798	40.16	155	517	29.98	350	507	69.03	1,949	67.21	312	740	1,052	36.28	353	321	171	78	508	 	 	9
2015	12020	939	Anderson (IN)	-	Totals	-	-	-	-	-	5225:00	729	1,506	48.41	237	610	38.85	398	559	71.20	2,093	80.50	198	599	797	30.65	412	337	174	28	476	 	 	11
2015	12020	939	Anderson (IN)	-	Opponent Totals	-	-	-	-	-	5225:00	734	1,538	47.72	135	422	31.99	426	561	75.94	2,029	78.04	259	678	937	36.04	332	368	153	43	521	 	 	13
2015	12020	26	Anna Maria	-	Totals	-	-	-	-	-	5450:00	756	1,610	46.96	183	455	40.22	302	442	68.33	1,997	73.96	280	657	937	34.70	459	417	208	79	488	 	 	12
2015	12020	26	Anna Maria	-	Opponent Totals	-	-	-	-	-	5450:00	696	1,577	44.13	174	515	33.79	424	589	71.99	1,990	73.70	307	642	949	35.15	344	404	213	58	453	 	 	15
2015	12020	966	Arcadia	-	Totals	-	-	-	-	-	5273:00	683	1,488	45.90	167	454	36.78	402	561	71.66	1,935	74.42	294	614	908	34.92	351	352	216	49	446	 	 	8
2015	12020	966	Arcadia	-	Opponent Totals	-	-	-	-	-	5275:00	696	1,494	46.59	179	514	34.82	285	425	67.06	1,856	71.38	248	581	829	31.88	382	384	169	75	477	 	 	9
2015	12020	38	Augsburg	-	Totals	-	-	-	-	-	5024:00	588	1,367	43.01	157	455	34.51	321	447	71.81	1,654	66.16	251	579	830	33.20	322	274	129	30	393	 	 	12
2015	12020	38	Augsburg	-	Opponent Totals	-	-	-	-	-	5025:00	635	1,381	45.98	154	417	36.93	272	415	65.54	1,696	67.84	246	596	842	33.68	347	266	134	77	412	 	 	7
2015	12020	40	Augustana (IL)	-	Totals	-	-	-	-	-	6503:00	894	1,793	49.86	195	524	37.21	512	690	74.20	2,495	77.97	345	814	1,159	36.22	436	349	195	119	565	 	 	10
2015	12020	40	Augustana (IL)	-	Opponent Totals	-	-	-	-	-	6502:00	719	1,741	41.30	215	585	36.75	409	577	70.88	2,062	64.44	295	648	943	29.47	357	423	141	77	607	 	 	13
2015	12020	42	Aurora	-	Totals	-	-	-	-	-	5855:00	846	1,838	46.03	201	596	33.72	398	658	60.49	2,291	79.00	322	810	1,132	39.03	443	357	226	102	564	 	 	10
2015	12020	42	Aurora	-	Opponent Totals	-	-	-	-	-	5855:00	714	1,755	40.68	206	608	33.88	449	633	70.93	2,083	71.83	341	814	1,155	39.83	344	466	176	51	589	 	 	11
2015	12020	953	Austin	-	Totals	-	-	-	-	-	4802:00	543	1,426	38.08	146	562	25.98	345	533	64.73	1,577	65.71	307	584	891	37.12	283	348	154	90	577	 	 	14
2015	12020	953	Austin	-	Opponent Totals	-	-	-	-	-	4799:00	530	1,305	40.61	161	458	35.15	493	719	68.57	1,714	71.42	305	670	975	40.62	316	364	148	62	482	 	 	8
2015	12020	44	Averett	-	Totals	-	-	-	-	-	5825:00	714	1,618	44.13	140	447	31.32	391	577	67.76	1,959	69.96	406	703	1,109	39.61	337	420	176	79	479	 	 	6
2015	12020	44	Averett	-	Opponent Totals	-	-	-	-	-	5825:00	693	1,605	43.18	166	515	32.23	334	504	66.27	1,886	67.36	305	614	919	32.82	343	369	225	88	507	 	 	10
2015	12020	45	Babson	-	Totals	-	-	-	-	-	6276:00	742	1,631	45.49	140	424	33.02	517	731	70.73	2,141	69.06	323	842	1,165	37.58	354	393	191	86	507	 	 	3
2015	12020	45	Babson	-	Opponent Totals	-	-	-	-	-	6275:00	656	1,690	38.82	177	584	30.31	314	485	64.74	1,803	58.16	269	655	924	29.81	299	405	176	112	606	 	 	18
2015	12020	46	Baldwin Wallace	-	Totals	-	-	-	-	-	5423:00	761	1,629	46.72	241	619	38.93	449	580	77.41	2,212	81.93	337	702	1,039	38.48	381	402	204	108	488	 	 	4
2015	12020	46	Baldwin Wallace	-	Opponent Totals	-	-	-	-	-	5424:00	695	1,626	42.74	139	445	31.24	404	535	75.51	1,933	71.59	306	602	908	33.63	293	386	207	80	502	 	 	6
2015	12020	962	Bard	-	Totals	-	-	-	-	-	5000:00	532	1,330	40.00	136	429	31.70	358	491	72.91	1,558	62.32	301	616	917	36.68	237	371	127	72	477	 	 	19
2015	12020	962	Bard	-	Opponent Totals	-	-	-	-	-	5000:00	556	1,342	41.43	132	380	34.74	354	520	68.08	1,598	63.92	259	540	799	31.96	254	279	185	85	422	 	 	9
2015	12020	58	Baruch	-	Totals	-	-	-	-	-	5650:00	681	1,507	45.19	191	513	37.23	413	571	72.33	1,966	70.21	240	779	1,019	36.39	428	381	196	101	498	 	 	5
2015	12020	58	Baruch	-	Opponent Totals	-	-	-	-	-	5650:00	617	1,628	37.90	160	513	31.19	324	509	63.65	1,718	61.36	337	676	1,013	36.18	327	381	184	81	520	 	 	8
2015	12020	50	Bates	-	Totals	-	-	-	-	-	5624:00	674	1,613	41.79	173	597	28.98	419	611	68.58	1,940	69.29	367	702	1,069	38.18	382	389	177	96	493	 	 	11
2015	12020	50	Bates	-	Opponent Totals	-	-	-	-	-	5626:00	638	1,536	41.54	204	586	34.81	382	535	71.40	1,862	66.50	275	675	950	33.93	392	398	174	81	536	 	 	10
2015	12020	26107	Becker	-	Totals	-	-	-	-	-	5500:00	711	1,663	42.75	152	505	30.10	321	494	64.98	1,895	70.19	339	689	1,028	38.07	415	334	209	114	437	 	 	6
2015	12020	26107	Becker	-	Opponent Totals	-	-	-	-	-	5502:00	621	1,534	40.48	179	501	35.73	350	501	69.86	1,771	65.59	308	693	1,001	37.07	306	404	157	57	458	 	 	6
2015	12020	53	Beloit	-	Totals	-	-	-	-	-	4625:00	571	1,251	45.64	113	373	30.29	294	450	65.33	1,549	67.35	242	489	731	31.78	281	308	136	51	407	 	 	2
2015	12020	53	Beloit	-	Opponent Totals	-	-	-	-	-	4625:00	597	1,231	48.50	177	437	40.50	326	448	72.77	1,697	73.78	218	532	750	32.61	298	328	122	51	409	 	 	11
2015	12020	296	Benedictine (IL)	-	Totals	-	-	-	-	-	5430:00	706	1,483	47.61	150	437	34.32	455	619	73.51	2,017	74.70	327	679	1,006	37.26	375	391	166	65	480	 	 	5
2015	12020	296	Benedictine (IL)	-	Opponent Totals	-	-	-	-	-	5430:00	679	1,509	45.00	140	451	31.04	355	482	73.65	1,853	68.63	220	541	761	28.19	351	320	176	73	531	 	 	13
2015	12020	973	Berry	-	Totals	-	-	-	-	-	5401:00	609	1,530	39.80	180	589	30.56	477	688	69.33	1,875	69.44	324	599	923	34.19	290	434	221	63	613	 	 	26
