BEGIN
 year | div | div |  won  | lost  | tied | count 
 2012 |   1 |   3 |   147 |    23 |    0 |   170
 2012 |   2 |   2 |  7482 |  7482 |    0 | 14964
 2012 |   2 |   3 |    91 |    15 |    0 |   106
 2012 |   3 |   3 |  9215 |  9215 |    0 | 18430
 2013 |   1 |   1 | 10932 | 10932 |    0 | 21864
 2013 |   1 |   2 |   129 |    12 |    0 |   141
 2013 |   1 |   3 |   119 |     0 |    0 |   119
 2013 |   2 |   2 |  7766 |  7766 |    0 | 15532
 2013 |   2 |   3 |    70 |    15 |    0 |    85
 2013 |   3 |   3 |  9258 |  9258 |    0 | 18516
 2014 |   1 |   1 | 11016 | 11016 |    0 | 22032
 2014 |   1 |   2 |   140 |    17 |    0 |   157
 2014 |   1 |   3 |   128 |     2 |    0 |   130
 2014 |   2 |   2 |  8038 |  8038 |    0 | 16076
 2014 |   2 |   3 |    74 |     8 |    0 |    82
 2014 |   3 |   3 |  9304 |  9304 |    0 | 18608
 2015 |   1 |   1 | 10998 | 10998 |    0 | 21996
 2015 |   1 |   2 |   147 |     9 |    0 |   156
 2015 |   1 |   3 |   139 |     0 |    0 |   139
 2015 |   2 |   2 |  8238 |  8238 |    0 | 16476
 2015 |   2 |   3 |   102 |     4 |    0 |   106
 2015 |   3 |   3 |  9414 |  9414 |    0 | 18828
 2016 |   1 |   1 | 11032 | 11032 |    0 | 22064
 2016 |   1 |   2 |   150 |     3 |    0 |   153
 2016 |   1 |   3 |   155 |     3 |    0 |   158
 2016 |   2 |   2 |  8546 |  8546 |    0 | 17092
 2016 |   2 |   3 |    79 |     8 |    0 |    87
 2016 |   3 |   3 |  9582 |  9582 |    0 | 19164
 2017 |   1 |   1 | 11070 | 11070 |    0 | 22140
 2017 |   1 |   2 |   145 |     5 |    0 |   150
 2017 |   1 |   3 |   152 |     1 |    0 |   153
 2017 |   2 |   2 |  8578 |  8578 |    0 | 17156
 2017 |   2 |   3 |    71 |     9 |    0 |    80
 2017 |   3 |   3 |  9904 |  9904 |    0 | 19808
 2018 |   1 |   1 | 11080 | 11080 |    0 | 22160
 2018 |   1 |   2 |   119 |    11 |    0 |   130
 2018 |   1 |   3 |   153 |     2 |    0 |   155
 2018 |   2 |   2 |  8538 |  8538 |    0 | 17076
 2018 |   2 |   3 |    53 |     6 |    0 |    59
 2018 |   3 |   3 | 10044 | 10044 |    0 | 20088
 2019 |   1 |   1 | 11206 | 11206 |    0 | 22412
 2019 |   1 |   2 |   202 |     8 |    0 |   210
 2019 |   1 |   3 |   264 |     0 |    0 |   264
 2019 |   2 |   2 |  8484 |  8484 |    0 | 16968
 2019 |   2 |   3 |    94 |     6 |    0 |   100
 2019 |   3 |   3 | 10054 | 10054 |    0 | 20108
 2020 |   1 |   1 | 10656 | 10656 |    0 | 21312
 2020 |   1 |   2 |   174 |     4 |    0 |   178
 2020 |   1 |   3 |   254 |     2 |    0 |   256
 2020 |   2 |   2 |  8456 |  8456 |    0 | 16912
 2020 |   2 |   3 |   128 |    24 |    0 |   152
 2020 |   3 |   3 |  9888 |  9888 |    0 | 19776
 2021 |   1 |   1 |  7974 |  7974 |    0 | 15948
 2021 |   1 |   2 |   156 |    16 |    0 |   172
 2021 |   1 |   3 |   130 |     2 |    0 |   132
 2021 |   2 |   2 |  3604 |  3604 |    0 |  7208
 2021 |   2 |   3 |    10 |     6 |    0 |    16
 2021 |   3 |   3 |  2218 |  2218 |    0 |  4436
 2022 |   1 |   1 | 10950 | 10950 |    0 | 21900
 2022 |   1 |   2 |   140 |     8 |    0 |   148
 2022 |   1 |   3 |   296 |     4 |    0 |   300
 2022 |   2 |   2 |  8000 |  8000 |    0 | 16000
 2022 |   2 |   3 |   102 |     4 |    0 |   106
 2022 |   3 |   3 |  9330 |  9330 |    0 | 18660
 2023 |   1 |   1 | 10908 | 10908 |    0 | 21816
 2023 |   1 |   2 |   330 |   130 |    0 |   460
 2023 |   1 |   3 |   290 |     2 |    0 |   292
 2023 |   2 |   2 |  8036 |  8036 |    0 | 16072
 2023 |   2 |   3 |    76 |     4 |    0 |    80
 2023 |   3 |   3 |  9578 |  9578 |    0 | 19156
(132 rows)

COMMIT
